UNNAMED:_0_LEVEL_0_PLAYER,PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,PLAYER,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,FANTASY_PTS
Jake Haener NO,11.0,6.5,68.5,0.5,0.5,2.5,11.5,0.0,0.0,5.4,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,4.890000000000001
Cam Miller LV,9.0,6.0,62.0,0.5,0.0,1.0,3.5,0.0,0.0,4.8,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,4.83
Graham Mertz HOU,8.5,5.5,60.0,0.5,0.0,1.0,4.0,0.0,0.0,4.8,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,4.800000000000001
Jase McClellan TB,,,,,,0.0,34.0,0.0,0.0,4.8,RB,2025-08-14 15:04:27,2.0,14.0,0.0,,,,,,,,,,,,,,4.800000000000001
Kyle McCord PHI,6.5,4.5,51.5,0.5,0.0,1.5,7.0,0.0,0.0,4.8,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,4.760000000000001
Will Howard PIT,8.0,5.0,57.0,0.5,0.0,1.0,4.0,0.0,0.0,4.7,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,4.680000000000001
Xavier Gipson NYJ,,,,,,0.0,2.5,0.0,0.5,4.9,WR,2025-08-14 15:04:30,4.2,54.3,0.0,,,,,,,,,,,,,,4.68
Britain Covey LAR,,,,,,2.2,13.7,0.1,0.0,4.8,WR,2025-08-14 15:04:30,1.8,21.0,0.1,,,,,,,,,,,,,,4.67
Dominique Dafney CAR,,,,,,,,,0.0,4.5,TE,2025-08-14 15:04:33,3.6,34.6,0.2,,,,,,,,,,,,,,4.66
Chris Blair ATL,,,,,,0.0,0.0,0.0,0.0,4.8,WR,2025-08-14 15:04:30,3.2,34.6,0.2,,,,,,,,,,,,,,4.66
Dee Eskridge MIA,,,,,,0.0,1.7,0.0,0.0,4.7,WR,2025-08-14 15:04:30,3.0,32.8,0.2,,,,,,,,,,,,,,4.65
Jamari Thrash CLE,,,,,,0.0,0.0,0.0,0.0,4.5,WR,2025-08-14 15:04:30,3.4,40.0,0.1,,,,,,,,,,,,,,4.6
DeeJay Dallas ARI,,,,,,5.8,22.2,0.1,0.5,4.4,RB,2025-08-14 15:04:27,3.2,21.4,0.1,,,,,,,,,,,,,,4.5600000000000005
Kylen Granson PHI,,,,,,,,,0.0,4.3,TE,2025-08-14 15:04:33,3.1,33.4,0.2,,,,,,,,,,,,,,4.54
Brycen Tremayne CAR,,,,,,0.0,0.0,0.0,0.0,4.3,WR,2025-08-14 15:04:30,3.0,33.0,0.2,,,,,,,,,,,,,,4.5
Trey Sermon PIT,,,,,,5.0,20.8,0.1,0.0,3.9,RB,2025-08-14 15:04:27,1.6,11.5,0.1,,,,,,,,,,,,,,4.43
Lil'Jordan Humphrey NYG,,,,,,0.0,0.0,0.0,0.0,4.4,WR,2025-08-14 15:04:30,4.0,44.0,0.0,,,,,,,,,,,,,,4.4
Scotty Miller PIT,,,,,,0.0,0.0,0.0,0.0,4.2,WR,2025-08-14 15:04:30,3.1,37.4,0.1,,,,,,,,,,,,,,4.34
J.J. Taylor HOU,,,,,,0.0,0.0,0.0,0.0,4.1,RB,2025-08-14 15:04:27,4.2,28.0,0.2,,,,,,,,,,,,,,4.0
David Bell CLE,,,,,,0.0,0.0,0.0,0.0,4.0,WR,2025-08-14 15:04:30,3.9,38.8,0.0,,,,,,,,,,,,,,3.88
Devin Duvernay CHI,,,,,,0.0,2.0,0.0,0.5,3.8,WR,2025-08-14 15:04:30,3.5,34.5,0.2,,,,,,,,,,,,,,3.8500000000000005
Tanner Hudson CIN,,,,,,,,,0.0,3.6,TE,2025-08-14 15:04:33,3.0,26.4,0.2,,,,,,,,,,,,,,3.8400000000000003
Mecole Hardman Jr. GB,,,,,,0.0,2.0,0.0,0.5,3.8,WR,2025-08-14 15:04:30,3.0,33.6,0.2,,,,,,,,,,,,,,3.7600000000000007
Zonovan Knight ARI,,,,,,2.4,10.1,0.1,0.0,3.6,RB,2025-08-14 15:04:27,2.1,15.3,0.1,,,,,,,,,,,,,,3.7400000000000007
Tyler Scott CHI,,,,,,0.0,1.7,0.0,0.0,3.9,WR,2025-08-14 15:04:30,2.7,29.4,0.1,,,,,,,,,,,,,,3.71
Greg Dulcich NYG,,,,,,,,,0.0,3.8,TE,2025-08-14 15:04:33,3.0,31.0,0.1,,,,,,,,,,,,,,3.7
Terrell Jennings NE,,,,,,2.4,10.1,0.1,0.0,3.3,RB,2025-08-14 15:04:27,1.9,14.6,0.1,,,,,,,,,,,,,,3.6700000000000004
Elijah Dotson ATL,,,,,,2.6,10.9,0.1,0.0,3.5,RB,2025-08-14 15:04:27,2.0,13.8,0.1,,,,,,,,,,,,,,3.6700000000000004
Velus Jones Jr. NO,,,,,,2.4,10.5,0.1,0.0,3.4,RB,2025-08-14 15:04:27,1.9,13.5,0.1,,,,,,,,,,,,,,3.6
Riley Leonard IND,7.5,4.0,51.5,0.5,0.5,1.0,5.0,0.0,0.0,4.1,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,3.5600000000000005
Nick Nash ATL,,,,,,0.0,0.0,0.0,0.0,3.5,WR,2025-08-14 15:04:30,3.0,35.0,0.0,,,,,,,,,,,,,,3.5
Tanner Conner MIA,,,,,,,,,0.0,2.9,TE,2025-08-14 15:04:33,2.1,20.5,0.2,,,,,,,,,,,,,,3.2500000000000004
Erick All Jr. CIN,,,,,,,,,0.0,3.1,TE,2025-08-14 15:04:33,2.4,20.4,0.2,,,,,,,,,,,,,,3.24
Tucker Fisk LAC,,,,,,,,,0.0,3.2,TE,2025-08-14 15:04:33,2.6,25.7,0.1,,,,,,,,,,,,,,3.1700000000000004
Zach Davidson BUF,,,,,,,,,0.0,2.9,TE,2025-08-14 15:04:33,1.9,19.0,0.2,,,,,,,,,,,,,,3.1000000000000005
Ainias Smith PHI,,,,,,0.0,0.0,0.0,0.0,3.3,WR,2025-08-14 15:04:30,2.2,24.7,0.1,,,,,,,,,,,,,,3.0700000000000003
Jacob Cowing SF,,,,,,0.0,8.5,0.0,0.0,2.9,WR,2025-08-14 15:04:30,1.1,15.6,0.1,,,,,,,,,,,,,,3.0100000000000002
Clayton Tune ARI,9.5,6.5,39.5,0.5,0.0,2.5,3.0,0.0,0.5,2.9,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,2.88
Ashton Dulin IND,,,,,,0.0,1.7,0.0,0.0,2.6,WR,2025-08-14 15:04:30,1.6,19.6,0.1,,,,,,,,,,,,,,2.7300000000000004
Trent Sherfield Sr. DEN,,,,,,0.0,0.0,0.0,0.0,2.6,WR,2025-08-14 15:04:30,1.8,20.9,0.1,,,,,,,,,,,,,,2.69
Ryan Flournoy DAL,,,,,,0.0,0.0,0.0,0.0,2.9,WR,2025-08-14 15:04:30,1.9,20.7,0.1,,,,,,,,,,,,,,2.67
Tez Johnson TB,,,,,,0.0,0.0,0.0,0.0,2.3,WR,2025-08-14 15:04:30,1.6,19.7,0.1,,,,,,,,,,,,,,2.5700000000000003
Laviska Shenault Jr. BUF,,,,,,0.0,0.0,0.0,0.0,2.7,WR,2025-08-14 15:04:30,1.8,19.5,0.1,,,,,,,,,,,,,,2.5500000000000003
Anthony Gould IND,,,,,,0.0,2.5,0.0,0.0,2.7,WR,2025-08-14 15:04:30,1.7,22.4,0.0,,,,,,,,,,,,,,2.4899999999999998
David Martin-Robinson TEN,,,,,,,,,0.0,2.6,TE,2025-08-14 15:04:33,1.9,18.6,0.1,,,,,,,,,,,,,,2.4600000000000004
Isaiah Williams CIN,,,,,,0.0,0.0,0.0,0.0,2.5,WR,2025-08-14 15:04:30,1.6,18.5,0.1,,,,,,,,,,,,,,2.45
Blake Whiteheart CLE,,,,,,,,,0.0,2.4,TE,2025-08-14 15:04:33,1.9,18.1,0.1,,,,,,,,,,,,,,2.41
Tank Dell HOU,,,,,,0.0,0.0,0.0,0.0,2.4,WR,2025-08-14 15:04:30,2.0,24.0,0.0,,,,,,,,,,,,,,2.4000000000000004
Isaiah Neyor GB,,,,,,0.0,0.0,0.0,0.0,2.4,WR,2025-08-14 15:04:30,2.0,24.0,0.0,,,,,,,,,,,,,,2.4000000000000004
Steven Sims Jr. SEA,,,,,,0.0,0.0,0.0,0.0,2.5,WR,2025-08-14 15:04:30,1.7,17.9,0.1,,,,,,,,,,,,,,2.39
Miles Boykin CHI,,,,,,0.0,0.0,0.0,0.0,2.3,WR,2025-08-14 15:04:30,1.6,17.9,0.1,,,,,,,,,,,,,,2.39
Zach Pascal NYG,,,,,,0.0,0.0,0.0,0.0,2.3,WR,2025-08-14 15:04:30,1.5,17.8,0.1,,,,,,,,,,,,,,2.3800000000000003
Jack Stoll NO,,,,,,,,,0.0,2.6,TE,2025-08-14 15:04:33,2.5,23.7,0.0,,,,,,,,,,,,,,2.37
Feleipe Franks ATL,,,,,,,,,0.0,2.5,TE,2025-08-14 15:04:33,1.8,17.7,0.1,,,,,,,,,,,,,,2.37
James Mitchell CAR,,,,,,,,,0.0,2.3,TE,2025-08-14 15:04:33,1.8,17.4,0.1,,,,,,,,,,,,,,2.34
Tyler Huntley CLE,0.0,0.0,47.0,0.0,0.0,0.0,3.5,0.0,0.0,2.2,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,2.23
Taylor Heinicke LAC,5.6,3.5,38.9,0.2,0.2,0.4,2.1,0.0,0.0,2.6,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,2.166
Dylan Laube LV,,,,,,0.0,10.0,0.0,0.0,2.1,RB,2025-08-14 15:04:27,1.5,11.0,0.0,,,,,,,,,,,,,,2.1
Robbie Ouzts SEA,,,,,,0.0,0.0,0.0,0.0,1.9,RB,2025-08-14 15:04:27,2.0,15.0,0.1,,,,,,,,,,,,,,2.1
Scott Matlock LAC,,,,,,0.0,0.0,0.0,0.0,1.8,RB,2025-08-14 15:04:27,2.2,14.7,0.1,,,,,,,,,,,,,,2.0700000000000003
Carlos Washington Jr. ATL,,,,,,0.0,15.0,0.0,0.0,1.9,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,,1.85
Jimmy Horn Jr. CAR,,,,,,0.0,0.0,0.0,0.0,1.8,WR,2025-08-14 15:04:30,1.5,18.0,0.0,,,,,,,,,,,,,,1.8
Raheim Sanders LAC,,,,,,0.0,10.5,0.0,0.0,1.8,RB,2025-08-14 15:04:27,1.0,7.5,0.0,,,,,,,,,,,,,,1.8
Tyquan Thornton KC,,,,,,0.0,0.0,0.0,0.0,1.6,WR,2025-08-14 15:04:30,1.0,16.0,0.0,,,,,,,,,,,,,,1.6
Trey Palmer TB,,,,,,0.0,0.0,0.0,0.0,1.5,WR,2025-08-14 15:04:30,0.9,9.8,0.1,,,,,,,,,,,,,,1.58
Jeff Wilson Jr. SF,,,,,,0.0,10.5,0.0,0.0,1.4,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,,1.4000000000000001
Phil Mafah DAL,,,,,,0.0,10.5,0.0,0.0,1.4,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,,1.4000000000000001
Tyler Badie DEN,,,,,,0.0,10.5,0.0,0.0,1.4,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,,1.4000000000000001
Jason Brownlee KC,,,,,,0.0,0.0,0.0,0.0,1.4,WR,2025-08-14 15:04:30,1.0,14.0,0.0,,,,,,,,,,,,,,1.4000000000000001
Chris Moore WAS,,,,,,0.0,0.0,0.0,0.0,1.3,WR,2025-08-14 15:04:30,1.0,13.0,0.0,,,,,,,,,,,,,,1.3
Braxton Berrios HOU,,,,,,0.0,2.5,0.0,0.0,1.3,WR,2025-08-14 15:04:30,1.0,10.5,0.0,,,,,,,,,,,,,,1.3
Avery Williams PHI,,,,,,1.4,5.7,0.0,0.5,1.0,RB,2025-08-14 15:04:27,1.6,10.9,0.1,,,,,,,,,,,,,,1.2600000000000002
Trayveon Williams CLE,,,,,,1.2,5.1,0.0,0.0,1.4,RB,2025-08-14 15:04:27,1.0,7.0,0.0,,,,,,,,,,,,,,1.21
George Holani SEA,,,,,,0.0,8.5,0.0,0.0,1.2,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,,1.2000000000000002
LaJohntay Wester BAL,,,,,,0.0,0.0,0.0,0.0,1.2,WR,2025-08-14 15:04:30,1.0,12.0,0.0,,,,,,,,,,,,,,1.2000000000000002
D'Ernest Johnson BAL,,,,,,0.0,8.5,0.0,0.0,1.2,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,,1.2000000000000002
Nikko Remigio KC,,,,,,0.0,0.0,0.0,0.0,1.4,WR,2025-08-14 15:04:30,0.9,11.6,0.0,,,,,,,,,,,,,,1.16
Nick Vannett MIN,,,,,,,,,0.0,1.0,TE,2025-08-14 15:04:33,1.0,10.0,0.0,,,,,,,,,,,,,,1.0
Keilan Robinson PHI,,,,,,0.0,2.0,0.0,0.0,0.9,RB,2025-08-14 15:04:27,1.0,7.0,0.0,,,,,,,,,,,,,,0.9000000000000001
Ihmir Smith-Marsette NYG,,,,,,0.0,2.5,0.0,0.5,0.5,WR,2025-08-14 15:04:30,0.8,9.5,0.1,,,,,,,,,,,,,,0.8000000000000003
Sione Vaki DET,,,,,,0.0,4.5,0.0,0.0,0.8,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,,0.8
JaMycal Hasty NE,,,,,,0.0,4.0,0.0,0.0,0.8,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,,0.75
Harrison Bryant PHI,,,,,,,,,0.0,0.6,TE,2025-08-14 15:04:33,0.5,5.5,0.0,,,,,,,,,,,,,,0.55
Trenton Irwin JAC,,,,,,0.0,5.0,0.0,0.0,0.5,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,,0.5
Xavier Smith LAR,,,,,,0.0,2.5,0.0,0.5,0.4,WR,2025-08-14 15:04:30,1.0,11.0,0.0,,,,,,,,,,,,,,0.3500000000000001
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Evan McPherson CIN,27.4,33.6,47.2,129.5,,,,,,,,,0.0
Moliki Matavao NO,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Tyler Loop BAL,27.4,32.5,47.5,129.6,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Harrison Butker KC,28.7,33.3,42.3,128.3,,,,,,,,,0.0
John Stephens Jr. DAL,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Colson Yankoff WAS,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Thomas Odukoya TEN,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
E.J. Jenkins PHI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Baylor Cupp BAL,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Jack Westover NE,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Luke Lachey HOU,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Mitchell Wilcox MIA,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jake Bates DET,27.2,30.3,48.4,130.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Brandon Aubrey DAL,33.5,37.3,41.2,141.6,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Matt Gay WAS,29.9,35.3,47.3,137.1,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Chase McLaughlin TB,30.1,32.6,46.1,136.4,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jake Elliott PHI,29.3,34.2,46.2,134.1,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jason Sanders MIA,31.0,35.0,40.3,133.4,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Tyler Bass BUF,27.0,32.5,51.1,132.2,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Cameron Dicker LAC,31.2,34.3,37.6,131.2,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Ka'imi Fairbairn HOU,30.7,34.7,36.5,128.4,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Dustin Hopkins CLE,22.9,29.2,24.6,93.2,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Brandon McManus GB,27.7,32.3,44.3,127.3,,,,,,,,,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Baltimore Ravens,,,,114.3,52.4,13.9,9.7,13.7,2.3,0.5,340.7,5350.5,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Pittsburgh Steelers,,,,110.7,43.9,13.8,12.1,20.1,2.5,0.0,347.4,5679.5,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Green Bay Packers,,,,108.6,46.1,12.5,11.7,18.4,2.2,0.5,363.0,5647.6,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Minnesota Vikings,,,,108.5,45.8,13.5,10.3,15.2,2.5,0.0,356.6,5299.6,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,New York Giants,,,,108.3,50.8,10.5,11.9,19.2,2.1,0.0,419.9,5855.7,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Detroit Lions,,,,104.8,43.1,13.8,9.6,14.2,2.5,0.0,375.1,5786.4,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,San Francisco 49ers,,,,103.6,42.9,13.5,8.9,14.1,2.3,1.0,384.0,5638.2,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Los Angeles Chargers,,,,103.5,46.8,12.3,9.9,15.3,2.1,0.0,371.0,5794.4,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Tampa Bay Buccaneers,,,,102.7,44.3,11.7,11.0,16.7,2.0,0.5,374.8,5743.0,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Kansas City Chiefs,,,,102.7,45.5,12.1,9.3,13.8,2.2,0.5,347.4,5580.4,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Washington Commanders,,,,102.4,45.9,11.1,10.3,16.0,2.1,0.5,398.9,6104.0,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Los Angeles Rams,,,,102.0,44.7,12.7,8.7,14.3,2.3,0.5,375.7,5910.1,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Indianapolis Colts,,,,102.0,41.8,12.8,9.6,15.8,2.2,1.0,408.0,5851.6,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Chicago Bears,,,,101.4,40.5,13.2,10.2,17.3,2.2,0.5,386.8,5919.1,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Seattle Seahawks,,,,101.3,45.1,12.9,8.6,14.2,2.0,0.5,362.2,5632.5,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Cleveland Browns,,,,98.8,44.9,11.1,9.2,14.4,2.2,0.0,417.7,5984.7,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,New York Jets,,,,98.5,43.0,12.3,9.5,14.3,1.8,0.5,387.2,5401.1,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Arizona Cardinals,,,,97.1,41.4,11.7,8.9,14.7,2.1,1.0,398.7,5805.8,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Cincinnati Bengals,,,,96.2,40.1,12.4,9.3,14.7,2.1,0.0,422.5,6156.1,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Miami Dolphins,,,,93.7,40.0,11.4,9.0,13.1,2.0,0.5,392.9,5708.0,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Las Vegas Raiders,,,,93.1,42.5,11.0,8.0,12.5,1.9,0.5,418.2,5762.8,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Atlanta Falcons,,,,92.2,39.1,11.7,8.5,14.0,1.9,0.5,412.2,6022.3,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Jacksonville Jaguars,,,,90.9,38.8,12.0,8.2,11.2,2.0,0.0,413.0,5851.0,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,New Orleans Saints,,,,90.1,37.9,13.1,7.6,9.7,1.8,0.0,389.7,5855.2,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Tennessee Titans,,,,89.8,39.6,10.9,8.6,13.8,1.7,0.5,421.1,5702.6,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,New England Patriots,,,,85.3,36.1,11.5,8.2,11.7,1.6,0.0,402.5,5520.5,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Dallas Cowboys,,,,111.7,51.9,12.0,10.3,16.5,2.6,0.0,397.2,5922.8,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Houston Texans,,,,115.3,47.2,15.5,10.0,14.1,2.7,0.5,348.1,5478.1,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Younghoe Koo ATL,28.0,34.4,42.2,126.2,,,,,,,,,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Philadelphia Eagles,,,,115.6,45.7,13.5,13.3,22.5,2.7,0.0,344.0,5510.1,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Chris Boswell PIT,30.2,33.7,35.4,126.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Wil Lutz DEN,28.4,32.3,39.6,124.7,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Joshua Karty LAR,28.7,33.6,38.6,124.6,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jake Moody SF,27.7,34.7,40.8,124.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Will Reichard MIN,28.0,33.4,40.0,124.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Chad Ryland ARI,28.1,33.3,38.9,123.1,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Daniel Carlson LV,29.6,34.1,32.6,121.3,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Cam Little JAC,27.3,30.7,36.3,118.4,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jason Myers SEA,27.4,31.1,34.1,116.2,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Cairo Santos CHI,26.3,30.7,36.9,116.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Ryan Fitzgerald CAR,27.6,33.2,32.8,115.5,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Spencer Shrader IND,26.1,31.1,35.5,113.9,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Nick Folk NYJ,26.2,29.5,33.1,111.8,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Blake Grupe NO,26.8,31.5,30.5,111.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Joey Slye TEN,25.8,31.8,31.8,109.3,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Andy Borregales NE,24.5,29.1,31.6,105.1,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Graham Gano NYG,24.3,28.8,30.5,103.5,,,,,,,,,0.0
Travis Vokolek ARI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Matthew Wright CAR,15.3,17.7,19.5,65.5,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Harrison Mevis NYJ,0.0,0.0,0.0,0.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Parker Romo NE,0.0,0.0,0.0,0.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jude McAtamney NYG,0.0,0.0,0.0,0.0,,,,,,,,,0.0
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Caden Davis BUF,0.0,0.0,0.0,0.0,,,,,,,,,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Denver Broncos,,,,116.3,52.4,12.5,11.1,15.7,2.6,0.5,341.3,5388.0,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Buffalo Bills,,,,116.3,45.4,14.0,12.8,21.2,2.7,0.5,344.6,5806.2,0.0
Cole Fotheringham NE,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Tom Kennedy DET,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Princeton Fant DAL,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Donovan Edwards NYJ,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Dorian Thompson-Robinson PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Tommy DeVito NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Devin Leary BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Michael Pratt TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Kurtis Rourke SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Trevor Siemian TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
