UNNAMED:_0_LEVEL_0_PLAYER,PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,PLAYER,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN
Michael Pittman Jr. IND,,,,,,0.0,1.8,0.0,0.9,107.3,WR,2025-08-14 15:04:30,71.9,852.5,4.0,,,,,,,,,,,,,
Marvin Mims Jr. DEN,,,,,,11.9,49.4,0.1,0.6,106.5,WR,2025-08-14 15:04:30,51.2,696.6,5.4,,,,,,,,,,,,,
Rashod Bateman BAL,,,,,,0.0,0.6,0.0,0.1,102.3,WR,2025-08-14 15:04:30,45.5,691.6,5.5,,,,,,,,,,,,,
Josh Downs IND,,,,,,0.3,5.6,0.0,0.5,98.9,WR,2025-08-14 15:04:30,63.3,737.3,4.3,,,,,,,,,,,,,
Marquise Brown KC,,,,,,0.3,2.0,0.0,0.2,94.1,WR,2025-08-14 15:04:30,55.1,676.0,4.4,,,,,,,,,,,,,
Keenan Allen LAC,,,,,,0.3,2.0,0.0,0.6,91.9,WR,2025-08-14 15:04:30,55.6,641.3,4.8,,,,,,,,,,,,,
Adam Thielen CAR,,,,,,0.0,1.8,0.0,0.5,91.7,WR,2025-08-14 15:04:30,61.8,657.7,4.5,,,,,,,,,,,,,
Cedric Tillman CLE,,,,,,0.7,0.8,0.0,0.9,90.5,WR,2025-08-14 15:04:30,55.6,691.3,3.9,,,,,,,,,,,,,
Emeka Egbuka TB,,,,,,2.2,11.1,0.0,1.1,89.3,WR,2025-08-14 15:04:30,49.1,635.2,4.4,,,,,,,,,,,,,
Xavier Legette CAR,,,,,,6.2,29.0,0.1,0.5,87.0,WR,2025-08-14 15:04:30,54.4,613.2,3.9,,,,,,,,,,,,,
Jayden Higgins HOU,,,,,,0.7,4.0,0.0,0.5,85.1,WR,2025-08-14 15:04:30,47.2,632.0,3.7,,,,,,,,,,,,,
Christian Kirk HOU,,,,,,0.7,4.0,0.0,0.8,84.7,WR,2025-08-14 15:04:30,50.6,649.4,3.5,,,,,,,,,,,,,
Romeo Doubs GB,,,,,,0.0,0.5,0.0,0.5,82.3,WR,2025-08-14 15:04:30,45.2,575.2,4.3,,,,,,,,,,,,,
Brandon Aiyuk SF,,,,,,0.0,1.0,0.0,0.4,82.1,WR,2025-08-14 15:04:30,41.9,633.8,3.3,,,,,,,,,,,,,
Wan'Dale Robinson NYG,,,,,,2.0,15.6,0.0,0.5,81.6,WR,2025-08-14 15:04:30,69.1,622.1,3.1,,,,,,,,,,,,,
Luther Burden III CHI,,,,,,3.7,27.4,0.4,1.1,79.9,WR,2025-08-14 15:04:30,47.0,570.1,3.4,,,,,,,,,,,,,
Joshua Palmer BUF,,,,,,0.0,0.5,0.0,0.1,79.8,WR,2025-08-14 15:04:30,42.0,587.8,3.5,,,,,,,,,,,,,
Tyler Lockett TEN,,,,,,0.0,0.0,0.0,0.1,78.5,WR,2025-08-14 15:04:30,49.6,578.8,3.5,,,,,,,,,,,,,
Michael Wilson ARI,,,,,,1.9,8.9,0.1,0.5,76.4,WR,2025-08-14 15:04:30,43.8,525.0,3.9,,,,,,,,,,,,,
DeMario Douglas NE,,,,,,2.1,15.7,0.0,0.2,75.7,WR,2025-08-14 15:04:30,54.6,575.3,2.8,,,,,,,,,,,,,
Jack Bech LV,,,,,,1.0,4.7,0.0,0.8,74.1,WR,2025-08-14 15:04:30,45.9,574.4,2.9,,,,,,,,,,,,,
Tre' Harris LAC,,,,,,0.7,3.8,0.0,0.7,74.0,WR,2025-08-14 15:04:30,40.8,544.9,3.4,,,,,,,,,,,,,
Calvin Austin III PIT,,,,,,2.3,11.8,0.1,0.5,73.7,WR,2025-08-14 15:04:30,39.6,529.0,3.4,,,,,,,,,,,,,
Alec Pierce IND,,,,,,0.0,0.0,0.0,0.1,72.6,WR,2025-08-14 15:04:30,29.3,529.2,3.3,,,,,,,,,,,,,
Jalen McMillan TB,,,,,,2.3,18.7,0.0,0.5,71.4,WR,2025-08-14 15:04:30,35.5,445.9,4.3,,,,,,,,,,,,,
Quentin Johnston LAC,,,,,,1.7,7.2,0.0,0.4,70.8,WR,2025-08-14 15:04:30,34.9,458.8,4.1,,,,,,,,,,,,,
Diontae Johnson CLE,,,,,,0.0,2.3,0.0,0.7,68.0,WR,2025-08-14 15:04:30,43.0,527.2,2.7,,,,,,,,,,,,,
Kyle Williams NE,,,,,,2.1,13.3,0.0,0.4,67.3,WR,2025-08-14 15:04:30,38.8,492.5,2.9,,,,,,,,,,,,,
Dyami Brown JAC,,,,,,0.7,6.8,0.0,0.5,66.8,WR,2025-08-14 15:04:30,39.4,502.3,2.8,,,,,,,,,,,,,
Darius Slayton NYG,,,,,,1.4,6.1,0.0,0.2,66.1,WR,2025-08-14 15:04:30,34.1,510.8,2.4,,,,,,,,,,,,,
Tutu Atwell LAR,,,,,,4.3,20.2,0.1,0.1,65.3,WR,2025-08-14 15:04:30,39.1,498.0,2.2,,,,,,,,,,,,,
DeAndre Hopkins BAL,,,,,,0.0,0.5,0.0,0.1,64.9,WR,2025-08-14 15:04:30,32.0,416.5,3.9,,,,,,,,,,,,,
Nick Westbrook-Ikhine MIA,,,,,,0.0,1.3,0.0,0.1,64.7,WR,2025-08-14 15:04:30,31.4,427.3,3.7,,,,,,,,,,,,,
Josh Reynolds NYJ,,,,,,0.0,0.0,0.0,0.1,62.2,WR,2025-08-14 15:04:30,34.6,455.1,2.8,,,,,,,,,,,,,
Jalen Tolbert DAL,,,,,,0.0,0.0,0.0,0.1,60.9,WR,2025-08-14 15:04:30,34.3,400.7,3.5,,,,,,,,,,,,,
Brandin Cooks NO,,,,,,1.7,3.8,0.0,0.1,60.7,WR,2025-08-14 15:04:30,37.4,431.6,2.9,,,,,,,,,,,,,
Ray-Ray McCloud III ATL,,,,,,7.8,53.1,0.2,1.2,60.5,WR,2025-08-14 15:04:30,40.0,431.0,2.3,,,,,,,,,,,,,
Tre Tucker LV,,,,,,5.6,31.5,0.3,0.1,57.6,WR,2025-08-14 15:04:30,30.3,388.5,2.3,,,,,,,,,,,,,
Jalen Nailor MIN,,,,,,1.8,4.1,0.0,0.4,56.9,WR,2025-08-14 15:04:30,27.9,367.8,3.4,,,,,,,,,,,,,
Andrei Iosivas CIN,,,,,,0.0,0.0,0.0,0.1,56.6,WR,2025-08-14 15:04:30,30.4,363.5,3.4,,,,,,,,,,,,,
Marquez Valdes-Scantling SEA,,,,,,2.6,10.0,0.1,0.0,55.7,WR,2025-08-14 15:04:30,24.3,402.9,2.4,,,,,,,,,,,,,
Jordan Whittington LAR,,,,,,1.1,13.9,0.0,0.1,55.6,WR,2025-08-14 15:04:30,34.1,397.8,2.4,,,,,,,,,,,,,
Jalen Coker CAR,,,,,,0.0,2.3,0.0,0.1,55.5,WR,2025-08-14 15:04:30,32.9,428.7,2.1,,,,,,,,,,,,,
Tory Horton SEA,,,,,,1.0,8.7,0.0,0.7,54.4,WR,2025-08-14 15:04:30,33.5,426.7,2.1,,,,,,,,,,,,,
Dont'e Thornton Jr. LV,,,,,,0.0,3.0,0.0,0.1,53.0,WR,2025-08-14 15:04:30,29.1,393.3,2.3,,,,,,,,,,,,,
Dontayvion Wicks GB,,,,,,0.0,1.3,0.0,0.0,52.8,WR,2025-08-14 15:04:30,27.5,346.4,3.0,,,,,,,,,,,,,
Pat Bryant DEN,,,,,,0.0,0.0,0.0,0.1,52.7,WR,2025-08-14 15:04:30,30.7,375.6,2.6,,,,,,,,,,,,,
Allen Lazard NYJ,,,,,,0.0,0.0,0.0,0.1,52.2,WR,2025-08-14 15:04:30,28.7,368.4,2.6,,,,,,,,,,,,,
Adonai Mitchell IND,,,,,,2.5,11.5,0.1,0.2,51.9,WR,2025-08-14 15:04:30,26.6,368.6,2.3,,,,,,,,,,,,,
Noah Brown WAS,,,,,,0.0,0.0,0.0,0.1,51.8,WR,2025-08-14 15:04:30,31.8,406.4,1.9,,,,,,,,,,,,,
Christian Watson GB,,,,,,4.3,17.0,0.0,0.4,51.6,WR,2025-08-14 15:04:30,19.9,366.6,2.3,,,,,,,,,,,,,
Russell Gage Jr. SF,,,,,,0.0,0.0,0.0,0.0,51.0,WR,2025-08-14 15:04:30,31.4,360.9,2.5,,,,,,,,,,,,,
Troy Franklin DEN,,,,,,1.1,5.8,0.0,0.1,50.9,WR,2025-08-14 15:04:30,27.2,342.5,2.7,,,,,,,,,,,,,
Jaylin Noel HOU,,,,,,0.0,13.0,0.0,0.1,47.6,WR,2025-08-14 15:04:30,27.2,326.9,2.3,,,,,,,,,,,,,
Elic Ayomanor TEN,,,,,,0.0,7.5,0.0,0.1,47.4,WR,2025-08-14 15:04:30,28.6,336.3,2.2,,,,,,,,,,,,,
K.J. Osborn WAS,,,,,,0.0,0.0,0.0,0.0,46.9,WR,2025-08-14 15:04:30,28.7,318.8,2.5,,,,,,,,,,,,,
Curtis Samuel BUF,,,,,,6.6,29.3,0.1,0.1,45.4,WR,2025-08-14 15:04:30,27.0,271.6,2.5,,,,,,,,,,,,,
Anthony Miller BAL,,,,,,0.0,0.0,0.0,0.0,44.1,WR,2025-08-14 15:04:30,25.3,289.5,2.5,,,,,,,,,,,,,
Kayshon Boutte NE,,,,,,0.0,0.0,0.0,0.0,41.9,WR,2025-08-14 15:04:30,22.5,301.5,2.0,,,,,,,,,,,,,
Greg Dortch ARI,,,,,,4.8,30.6,0.1,0.4,41.8,WR,2025-08-14 15:04:30,27.1,269.3,2.0,,,,,,,,,,,,,
Van Jefferson TEN,,,,,,0.0,0.0,0.0,0.1,41.0,WR,2025-08-14 15:04:30,23.5,300.5,1.9,,,,,,,,,,,,,
Ja'Lynn Polk NE,,,,,,0.0,0.0,0.0,0.0,40.8,WR,2025-08-14 15:04:30,24.7,299.1,1.8,,,,,,,,,,,,,
Malik Washington MIA,,,,,,2.0,13.8,0.1,0.6,40.4,WR,2025-08-14 15:04:30,27.5,289.0,1.8,,,,,,,,,,,,,
Devaughn Vele DEN,,,,,,0.0,1.7,0.0,0.1,40.1,WR,2025-08-14 15:04:30,24.9,275.3,2.1,,,,,,,,,,,,,
Roman Wilson PIT,,,,,,0.0,0.0,0.0,0.1,39.0,WR,2025-08-14 15:04:30,21.8,276.7,1.9,,,,,,,,,,,,,
Tim Patrick DET,,,,,,0.0,0.0,0.0,0.1,37.6,WR,2025-08-14 15:04:30,20.5,258.2,2.0,,,,,,,,,,,,,
Demarcus Robinson SF,,,,,,0.0,1.0,0.0,0.1,37.1,WR,2025-08-14 15:04:30,15.8,251.1,2.0,,,,,,,,,,,,,
Skyy Moore KC,,,,,,0.0,0.0,0.0,0.0,36.6,WR,2025-08-14 15:04:30,22.3,267.4,1.7,,,,,,,,,,,,,
KaVontae Turpin DAL,,,,,,8.5,58.6,0.5,0.7,36.3,WR,2025-08-14 15:04:30,16.8,204.0,1.4,,,,,,,,,,,,,
Parker Washington JAC,,,,,,0.0,8.5,0.0,0.1,36.3,WR,2025-08-14 15:04:30,24.7,261.7,1.6,,,,,,,,,,,,,
Jermaine Burton CIN,,,,,,0.0,2.0,0.0,0.1,35.7,WR,2025-08-14 15:04:30,18.1,239.8,2.0,,,,,,,,,,,,,
Chimere Dike TEN,,,,,,2.1,8.9,0.0,0.1,35.1,WR,2025-08-14 15:04:30,18.9,246.0,1.6,,,,,,,,,,,,,
Tai Felton MIN,,,,,,0.0,3.7,0.0,0.0,32.6,WR,2025-08-14 15:04:30,18.3,221.1,1.7,,,,,,,,,,,,,
Tyler Johnson NYJ,,,,,,0.0,0.0,0.0,0.0,29.9,WR,2025-08-14 15:04:30,19.7,207.2,1.5,,,,,,,,,,,,,
JuJu Smith-Schuster KC,,,,,,0.0,0.0,0.0,0.1,29.8,WR,2025-08-14 15:04:30,19.4,211.1,1.5,,,,,,,,,,,,,
Luke McCaffrey WAS,,,,,,0.0,1.0,0.0,0.1,29.0,WR,2025-08-14 15:04:30,19.4,203.2,1.5,,,,,,,,,,,,,
Jalen Royals KC,,,,,,0.0,2.5,0.0,0.0,27.4,WR,2025-08-14 15:04:30,15.7,188.1,1.4,,,,,,,,,,,,,
Kendrick Bourne NE,,,,,,1.1,6.8,0.0,0.1,27.0,WR,2025-08-14 15:04:30,17.7,199.8,1.1,,,,,,,,,,,,,
A.T. Perry DEN,,,,,,0.0,0.0,0.0,0.0,26.9,WR,2025-08-14 15:04:30,13.7,180.5,1.5,,,,,,,,,,,,,
Robert Woods PIT,,,,,,0.0,0.0,0.0,0.1,26.5,WR,2025-08-14 15:04:30,18.5,193.0,1.2,,,,,,,,,,,,,
Zay Jones ARI,,,,,,0.0,2.0,0.0,0.1,25.6,WR,2025-08-14 15:04:30,16.8,179.7,1.3,,,,,,,,,,,,,
Kalif Raymond DET,,,,,,0.0,4.0,0.0,0.6,24.9,WR,2025-08-14 15:04:30,14.7,185.8,1.2,,,,,,,,,,,,,
Jahan Dotson PHI,,,,,,0.0,1.7,0.0,0.0,24.8,WR,2025-08-14 15:04:30,15.4,178.5,1.1,,,,,,,,,,,,,
Elijah Moore BUF,,,,,,0.0,1.3,0.0,0.0,23.4,WR,2025-08-14 15:04:30,14.5,159.6,1.2,,,,,,,,,,,,,
Jalin Hyatt NYG,,,,,,0.0,0.0,0.0,0.0,22.8,WR,2025-08-14 15:04:30,13.1,174.0,0.9,,,,,,,,,,,,,
Isaac TeSlaa DET,,,,,,0.0,0.0,0.0,0.0,22.3,WR,2025-08-14 15:04:30,10.7,155.2,1.1,,,,,,,,,,,,,
Malachi Corley NYJ,,,,,,2.3,13.5,0.1,0.1,21.9,WR,2025-08-14 15:04:30,13.8,147.0,0.9,,,,,,,,,,,,,
Xavier Hutchinson HOU,,,,,,0.0,0.0,0.0,0.0,21.0,WR,2025-08-14 15:04:30,14.0,152.1,1.0,,,,,,,,,,,,,
Michael Gallup WAS,,,,,,0.0,0.0,0.0,0.0,19.2,WR,2025-08-14 15:04:30,11.6,130.9,1.0,,,,,,,,,,,,,
Jake Bobo SEA,,,,,,0.0,0.0,0.0,0.0,19.0,WR,2025-08-14 15:04:30,11.8,138.3,0.9,,,,,,,,,,,,,
Jaylin Lane WAS,,,,,,2.2,13.5,0.1,0.1,18.7,WR,2025-08-14 15:04:30,10.4,120.0,0.8,,,,,,,,,,,,,
Irvin Charles NYJ,,,,,,0.0,0.0,0.0,0.0,18.6,WR,2025-08-14 15:04:30,12.4,132.5,0.9,,,,,,,,,,,,,
DJ Chark Jr. ATL,,,,,,0.0,0.0,0.0,0.0,18.4,WR,2025-08-14 15:04:30,9.4,128.2,0.9,,,,,,,,,,,,,
Arian Smith NYJ,,,,,,0.0,3.5,0.0,0.0,17.8,WR,2025-08-14 15:04:30,11.2,134.3,0.7,,,,,,,,,,,,,
Jha'Quan Jackson TEN,,,,,,0.0,1.7,0.0,0.5,17.7,WR,2025-08-14 15:04:30,11.4,138.3,0.8,,,,,,,,,,,,,
Savion Williams GB,,,,,,4.4,16.4,0.1,0.0,17.5,WR,2025-08-14 15:04:30,9.1,104.8,0.8,,,,,,,,,,,,,
Quez Watkins ARI,,,,,,0.0,0.0,0.0,0.0,17.4,WR,2025-08-14 15:04:30,10.6,127.3,0.8,,,,,,,,,,,,,
Mack Hollins NE,,,,,,0.0,1.7,0.0,0.1,17.1,WR,2025-08-14 15:04:30,9.2,115.5,0.9,,,,,,,,,,,,,
Erik Ezukanma MIA,,,,,,0.0,0.0,0.0,0.0,16.8,WR,2025-08-14 15:04:30,10.8,120.9,0.8,,,,,,,,,,,,,
Xavier Restrepo TEN,,,,,,0.0,2.0,0.0,0.0,16.7,WR,2025-08-14 15:04:30,10.0,105.0,1.0,,,,,,,,,,,,,
KhaDarel Hodge ATL,,,,,,0.0,0.0,0.0,0.1,15.1,WR,2025-08-14 15:04:30,8.8,113.7,0.6,,,,,,,,,,,,,
Bub Means NO,,,,,,0.0,2.3,0.0,0.0,14.6,WR,2025-08-14 15:04:30,9.5,106.8,0.6,,,,,,,,,,,,,
DeAndre Carter CLE,,,,,,0.0,2.0,0.0,0.5,14.6,WR,2025-08-14 15:04:30,10.8,125.4,0.5,,,,,,,,,,,,,
Tylan Wallace BAL,,,,,,0.0,1.7,0.0,0.0,14.3,WR,2025-08-14 15:04:30,6.7,90.0,0.9,,,,,,,,,,,,,
Simi Fehoko ARI,,,,,,0.0,0.0,0.0,0.0,13.1,WR,2025-08-14 15:04:30,7.6,91.5,0.7,,,,,,,,,,,,,
Jamal Agnew ATL,,,,,,0.0,0.0,0.0,0.0,12.8,WR,2025-08-14 15:04:30,8.6,85.8,0.7,,,,,,,,,,,,,
Olamide Zaccheaus CHI,,,,,,1.1,6.0,0.0,0.0,12.4,WR,2025-08-14 15:04:30,7.6,81.8,0.6,,,,,,,,,,,,,
Cedrick Wilson Jr. NO,,,,,,0.0,2.0,0.0,0.0,12.1,WR,2025-08-14 15:04:30,7.9,88.4,0.5,,,,,,,,,,,,,
Hunter Renfrow CAR,,,,,,0.0,0.0,0.0,0.0,11.5,WR,2025-08-14 15:04:30,9.3,90.1,0.4,,,,,,,,,,,,,
KeAndre Lambert-Smith LAC,,,,,,0.0,3.0,0.0,0.0,11.4,WR,2025-08-14 15:04:30,5.9,77.7,0.6,,,,,,,,,,,,,
Tim Jones MIN,,,,,,0.0,0.0,0.0,0.1,11.4,WR,2025-08-14 15:04:30,7.1,77.1,0.6,,,,,,,,,,,,,
Devontez Walker BAL,,,,,,0.0,1.7,0.0,0.0,10.8,WR,2025-08-14 15:04:30,4.9,68.5,0.6,,,,,,,,,,,,,
Bo Melton GB,,,,,,0.0,0.0,0.0,0.0,10.8,WR,2025-08-14 15:04:30,6.2,74.0,0.6,,,,,,,,,,,,,
Ben Skowronek PIT,,,,,,0.0,0.0,0.0,0.0,10.3,WR,2025-08-14 15:04:30,6.5,72.3,0.5,,,,,,,,,,,,,
Maurice Alexander CHI,,,,,,0.0,0.0,0.0,0.0,9.3,WR,2025-08-14 15:04:30,6.3,68.2,0.4,,,,,,,,,,,,,
Samori Toure CHI,,,,,,0.0,0.0,0.0,0.0,9.2,WR,2025-08-14 15:04:30,6.1,67.7,0.4,,,,,,,,,,,,,
David Moore CAR,,,,,,0.0,0.0,0.0,0.0,9.0,WR,2025-08-14 15:04:30,5.8,72.3,0.3,,,,,,,,,,,,,
Xavier Weaver ARI,,,,,,0.0,0.0,0.0,0.0,9.0,WR,2025-08-14 15:04:30,5.2,61.3,0.5,,,,,,,,,,,,,
Malik Heath GB,,,,,,0.0,0.0,0.0,0.0,8.9,WR,2025-08-14 15:04:30,5.5,62.2,0.5,,,,,,,,,,,,,
Tommy Mellott LV,,,,,,4.0,24.1,0.2,0.0,8.8,WR,2025-08-14 15:04:30,3.7,43.6,0.2,,,,,,,,,,,,,
Dante Pettis NO,,,,,,2.1,9.7,0.0,0.0,8.5,WR,2025-08-14 15:04:30,5.5,62.9,0.2,,,,,,,,,,,,,
Johnny Wilson PHI,,,,,,0.0,0.0,0.0,0.0,8.1,WR,2025-08-14 15:04:30,4.4,55.4,0.4,,,,,,,,,,,,,
Justin Watson HOU,,,,,,0.0,0.0,0.0,0.0,7.7,WR,2025-08-14 15:04:30,4.4,60.1,0.3,,,,,,,,,,,,,
Derius Davis LAC,,,,,,10.5,35.4,0.2,0.6,7.5,WR,2025-08-14 15:04:30,2.8,31.2,0.1,,,,,,,,,,,,,
Rondale Moore MIN,,,,,,0.0,5.5,0.0,0.0,7.3,WR,2025-08-14 15:04:30,5.1,46.9,0.4,,,,,,,,,,,,,
Charlie Jones CIN,,,,,,0.0,1.7,0.0,0.0,6.4,WR,2025-08-14 15:04:30,4.0,46.4,0.3,,,,,,,,,,,,,
Kendric Pryor CIN,,,,,,0.0,0.0,0.0,0.0,6.2,WR,2025-08-14 15:04:30,3.9,41.8,0.3,,,,,,,,,,,,,
Jonathan Mingo DAL,,,,,,0.0,0.0,0.0,0.0,6.2,WR,2025-08-14 15:04:30,4.2,49.8,0.2,,,,,,,,,,,,,
Trishton Jackson ARI,,,,,,0.0,0.0,0.0,0.0,6.1,WR,2025-08-14 15:04:30,3.4,40.6,0.3,,,,,,,,,,,,,
Jordan Watkins SF,,,,,,4.4,15.8,0.1,0.0,6.1,WR,2025-08-14 15:04:30,2.6,33.4,0.1,,,,,,,,,,,,,
Dareke Young SEA,,,,,,0.0,0.0,0.0,0.0,5.4,WR,2025-08-14 15:04:30,3.4,39.8,0.2,,,,,,,,,,,,,
Cody White SEA,,,,,,0.0,0.0,0.0,0.0,5.4,WR,2025-08-14 15:04:30,3.4,39.8,0.2,,,,,,,,,,,,,
Jalen Brooks DAL,,,,,,0.0,0.0,0.0,0.0,5.4,WR,2025-08-14 15:04:30,3.4,39.1,0.2,,,,,,,,,,,,,
John Metchie III HOU,,,,,,0.0,0.0,0.0,0.0,5.2,WR,2025-08-14 15:04:30,3.5,39.4,0.2,,,,,,,,,,,,,
Bryce Oliver TEN,,,,,,0.0,0.0,0.0,0.0,5.1,WR,2025-08-14 15:04:30,3.4,38.2,0.2,,,,,,,,,,,,,
Sterling Shepard TB,,,,,,0.0,3.7,0.0,0.0,5.0,WR,2025-08-14 15:04:30,3.4,33.5,0.2,,,,,,,,,,,,,
Austin Trammell JAC,,,,,,0.0,0.0,0.0,0.0,5.0,WR,2025-08-14 15:04:30,3.4,40.1,0.2,,,,,,,,,,,,,
Xavier Gipson NYJ,,,,,,0.0,2.5,0.0,0.5,4.9,WR,2025-08-14 15:04:30,4.2,54.3,0.0,,,,,,,,,,,,,
Britain Covey LAR,,,,,,2.2,13.7,0.1,0.0,4.8,WR,2025-08-14 15:04:30,1.8,21.0,0.1,,,,,,,,,,,,,
Chris Blair ATL,,,,,,0.0,0.0,0.0,0.0,4.8,WR,2025-08-14 15:04:30,3.2,34.6,0.2,,,,,,,,,,,,,
Dee Eskridge MIA,,,,,,0.0,1.7,0.0,0.0,4.7,WR,2025-08-14 15:04:30,3.0,32.8,0.2,,,,,,,,,,,,,
Jamari Thrash CLE,,,,,,0.0,0.0,0.0,0.0,4.5,WR,2025-08-14 15:04:30,3.4,40.0,0.1,,,,,,,,,,,,,
Lil'Jordan Humphrey NYG,,,,,,0.0,0.0,0.0,0.0,4.4,WR,2025-08-14 15:04:30,4.0,44.0,0.0,,,,,,,,,,,,,
Brycen Tremayne CAR,,,,,,0.0,0.0,0.0,0.0,4.3,WR,2025-08-14 15:04:30,3.0,33.0,0.2,,,,,,,,,,,,,
Scotty Miller PIT,,,,,,0.0,0.0,0.0,0.0,4.2,WR,2025-08-14 15:04:30,3.1,37.4,0.1,,,,,,,,,,,,,
David Bell CLE,,,,,,0.0,0.0,0.0,0.0,4.0,WR,2025-08-14 15:04:30,3.9,38.8,0.0,,,,,,,,,,,,,
Tyler Scott CHI,,,,,,0.0,1.7,0.0,0.0,3.9,WR,2025-08-14 15:04:30,2.7,29.4,0.1,,,,,,,,,,,,,
Devin Duvernay CHI,,,,,,0.0,2.0,0.0,0.5,3.8,WR,2025-08-14 15:04:30,3.5,34.5,0.2,,,,,,,,,,,,,
Mecole Hardman Jr. GB,,,,,,0.0,2.0,0.0,0.5,3.8,WR,2025-08-14 15:04:30,3.0,33.6,0.2,,,,,,,,,,,,,
Nick Nash ATL,,,,,,0.0,0.0,0.0,0.0,3.5,WR,2025-08-14 15:04:30,3.0,35.0,0.0,,,,,,,,,,,,,
Ainias Smith PHI,,,,,,0.0,0.0,0.0,0.0,3.3,WR,2025-08-14 15:04:30,2.2,24.7,0.1,,,,,,,,,,,,,
Jacob Cowing SF,,,,,,0.0,8.5,0.0,0.0,2.9,WR,2025-08-14 15:04:30,1.1,15.6,0.1,,,,,,,,,,,,,
Ryan Flournoy DAL,,,,,,0.0,0.0,0.0,0.0,2.9,WR,2025-08-14 15:04:30,1.9,20.7,0.1,,,,,,,,,,,,,
Anthony Gould IND,,,,,,0.0,2.5,0.0,0.0,2.7,WR,2025-08-14 15:04:30,1.7,22.4,0.0,,,,,,,,,,,,,
Laviska Shenault Jr. BUF,,,,,,0.0,0.0,0.0,0.0,2.7,WR,2025-08-14 15:04:30,1.8,19.5,0.1,,,,,,,,,,,,,
Ashton Dulin IND,,,,,,0.0,1.7,0.0,0.0,2.6,WR,2025-08-14 15:04:30,1.6,19.6,0.1,,,,,,,,,,,,,
Trent Sherfield Sr. DEN,,,,,,0.0,0.0,0.0,0.0,2.6,WR,2025-08-14 15:04:30,1.8,20.9,0.1,,,,,,,,,,,,,
Isaiah Williams CIN,,,,,,0.0,0.0,0.0,0.0,2.5,WR,2025-08-14 15:04:30,1.6,18.5,0.1,,,,,,,,,,,,,
Steven Sims Jr. SEA,,,,,,0.0,0.0,0.0,0.0,2.5,WR,2025-08-14 15:04:30,1.7,17.9,0.1,,,,,,,,,,,,,
Tank Dell HOU,,,,,,0.0,0.0,0.0,0.0,2.4,WR,2025-08-14 15:04:30,2.0,24.0,0.0,,,,,,,,,,,,,
Isaiah Neyor GB,,,,,,0.0,0.0,0.0,0.0,2.4,WR,2025-08-14 15:04:30,2.0,24.0,0.0,,,,,,,,,,,,,
Miles Boykin CHI,,,,,,0.0,0.0,0.0,0.0,2.3,WR,2025-08-14 15:04:30,1.6,17.9,0.1,,,,,,,,,,,,,
Zach Pascal NYG,,,,,,0.0,0.0,0.0,0.0,2.3,WR,2025-08-14 15:04:30,1.5,17.8,0.1,,,,,,,,,,,,,
Tez Johnson TB,,,,,,0.0,0.0,0.0,0.0,2.3,WR,2025-08-14 15:04:30,1.6,19.7,0.1,,,,,,,,,,,,,
Jimmy Horn Jr. CAR,,,,,,0.0,0.0,0.0,0.0,1.8,WR,2025-08-14 15:04:30,1.5,18.0,0.0,,,,,,,,,,,,,
Tyquan Thornton KC,,,,,,0.0,0.0,0.0,0.0,1.6,WR,2025-08-14 15:04:30,1.0,16.0,0.0,,,,,,,,,,,,,
Trey Palmer TB,,,,,,0.0,0.0,0.0,0.0,1.5,WR,2025-08-14 15:04:30,0.9,9.8,0.1,,,,,,,,,,,,,
Jason Brownlee KC,,,,,,0.0,0.0,0.0,0.0,1.4,WR,2025-08-14 15:04:30,1.0,14.0,0.0,,,,,,,,,,,,,
Nikko Remigio KC,,,,,,0.0,0.0,0.0,0.0,1.4,WR,2025-08-14 15:04:30,0.9,11.6,0.0,,,,,,,,,,,,,
Braxton Berrios HOU,,,,,,0.0,2.5,0.0,0.0,1.3,WR,2025-08-14 15:04:30,1.0,10.5,0.0,,,,,,,,,,,,,
Chris Moore WAS,,,,,,0.0,0.0,0.0,0.0,1.3,WR,2025-08-14 15:04:30,1.0,13.0,0.0,,,,,,,,,,,,,
LaJohntay Wester BAL,,,,,,0.0,0.0,0.0,0.0,1.2,WR,2025-08-14 15:04:30,1.0,12.0,0.0,,,,,,,,,,,,,
Ihmir Smith-Marsette NYG,,,,,,0.0,2.5,0.0,0.5,0.5,WR,2025-08-14 15:04:30,0.8,9.5,0.1,,,,,,,,,,,,,
Trenton Irwin JAC,,,,,,0.0,5.0,0.0,0.0,0.5,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,
Xavier Smith LAR,,,,,,0.0,2.5,0.0,0.5,0.4,WR,2025-08-14 15:04:30,1.0,11.0,0.0,,,,,,,,,,,,,
Tom Kennedy DET,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,
Mason Kinsey TEN,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,
